0.538121,0.382178,0.328091,0.775173,0.899258,0.733019,1.098866,0.849313,0.024623,0.030265,4.581434
0.459028,0.364663,0.289195,0.781047,0.814424,0.590138,1.128908,0.832125,0.092585,0.101073,4.513091
0.468700,0.309316,0.303980,0.578243,0.772745,0.543752,1.184672,0.838261,0.057215,0.089210,3.510960
0.488559,0.338778,0.373992,0.728016,0.846284,0.645036,1.219115,0.860742,0.064907,0.075716,5.195378
0.490677,0.344752,0.418851,0.706863,0.843847,0.729226,1.006284,0.860105,0.023525,0.028391,4.576542
0.435174,0.358841,0.350378,0.723514,0.715128,0.614623,0.987881,0.836598,0.019368,0.025629,3.732043
0.346117,0.357109,0.400415,0.804341,1.004494,0.681709,1.168645,0.846023,0.109142,0.163193,4.642689
0.385254,0.275382,0.319785,0.711931,0.801662,0.617791,1.066140,0.859395,0.056044,0.061855,3.714602
0.523744,0.377727,0.323172,0.848224,0.789940,0.633349,1.166727,0.817523,0.005000,0.005028,4.252176
0.473793,0.348602,0.412303,0.814619,0.856569,0.745727,1.081930,0.826277,0.191123,0.224436,4.391356
0.521157,0.315720,0.378679,0.681920,0.711772,0.687268,1.142273,0.831295,0.045186,0.044428,4.450614
0.411159,0.428071,0.373115,0.905688,0.895034,0.658732,1.035023,0.818681,0.014947,0.017128,5.042139
0.506584,0.310963,0.316243,0.963671,0.760123,0.832374,1.027743,0.846344,0.032160,0.034225,5.365644
0.365159,0.324027,0.337091,0.646754,0.758463,0.628510,1.096832,0.854361,0.073614,0.088322,4.239233
0.504237,0.401257,0.481976,0.867521,0.990206,0.754530,1.038374,0.841511,0.139168,0.154423,4.729875
0.429413,0.420108,0.414666,0.820405,0.964411,0.764339,0.978591,0.868400,0.054858,0.064128,5.715100
0.448747,0.322990,0.378239,0.737067,0.860518,0.734185,1.146585,0.847591,0.042861,0.046337,4.574880
0.446140,0.394461,0.322189,0.617033,0.762992,0.661046,0.986888,0.890649,0.005339,0.005458,4.585727
0.454776,0.354525,0.331721,0.799003,0.857119,0.742228,1.052104,0.870020,0.059664,0.055795,4.771236
0.363886,0.372839,0.333859,0.738134,0.822436,0.635159,0.934942,0.858165,0.022047,0.020077,4.145322
0.373323,0.440449,0.319776,0.721882,0.697781,0.663532,0.926759,0.822550,0.018523,0.017199,3.695899
0.429840,0.409323,0.314815,0.718088,0.960573,0.751929,1.180295,0.847205,0.018274,0.021679,4.688484
0.420884,0.344669,0.343149,0.753240,0.805898,0.717904,0.840256,0.865711,0.174288,0.251460,4.069586
0.585685,0.372604,0.380640,0.759691,0.872972,0.687711,1.083051,0.870554,0.019870,0.022927,5.270027
0.432272,0.403386,0.322815,0.812562,0.826080,0.809752,0.977703,0.846720,0.018950,0.022219,5.245069
0.362568,0.357879,0.392492,0.760008,0.828251,0.570351,1.051680,0.877299,0.032155,0.035094,4.658818
0.361302,0.383316,0.349023,0.766720,0.890654,0.736363,1.196657,0.843426,0.055265,0.068819,4.642233
0.416787,0.335511,0.347029,0.724354,0.787458,0.673146,0.908203,0.863883,0.095634,0.139388,4.986934
0.407467,0.341653,0.316625,0.692386,0.755861,0.583822,1.101025,0.864906,0.048619,0.045802,3.963851
0.328115,0.326619,0.317819,0.640320,0.723261,0.625579,1.250736,0.846215,0.015763,0.020990,3.679632
0.440239,0.355935,0.324797,0.682355,0.846071,0.650938,1.114647,0.851259,0.064151,0.082298,4.337401
0.517169,0.378701,0.332385,0.681004,0.834942,0.717309,1.255100,0.853553,0.059888,0.063822,4.641945
0.404494,0.388022,0.365228,0.789930,0.798178,0.538914,1.129921,0.854786,0.020649,0.024060,4.866430
0.443295,0.424904,0.348991,0.910975,0.957399,0.613385,1.083006,0.855472,0.101422,0.122916,5.346239
0.469153,0.388332,0.325919,0.773079,0.914032,0.506655,1.139985,0.884250,0.018379,0.021590,5.107669
0.400671,0.388842,0.337003,0.768350,0.773712,0.635450,1.105066,0.843219,0.081675,0.083219,4.679925
0.451143,0.375065,0.421023,0.795055,0.886349,0.904149,1.039747,0.848357,0.071174,0.069578,6.816446
0.476394,0.335083,0.320874,0.716943,0.785301,0.720788,1.238566,0.837836,0.075671,0.089227,4.560251
0.428288,0.324540,0.304390,0.698093,0.735312,0.689221,1.040472,0.848446,0.017780,0.020470,4.575481
0.390749,0.318887,0.326772,0.669348,0.751698,0.598970,0.947358,0.866226,0.089402,0.108087,3.665345
0.409652,0.377271,0.394022,0.802133,0.952338,0.707472,1.041778,0.844314,0.072767,0.088668,4.719086
0.564840,0.387064,0.430628,0.955657,1.055453,0.670164,1.292554,0.846007,0.104612,0.098471,5.520341
0.587718,0.363020,0.351182,0.779528,0.889119,0.740360,1.004229,0.857651,0.067779,0.073979,5.228428
0.367352,0.344749,0.336755,0.653415,0.694956,0.561870,1.003828,0.842111,0.056716,0.068886,3.990803
0.396683,0.294694,0.304412,0.646134,0.752688,0.676071,1.089879,0.811689,0.017836,0.023453,4.145558
0.426211,0.382120,0.305699,0.802299,0.709460,0.649048,1.099091,0.824769,0.106216,0.123813,4.406642
0.373141,0.393043,0.356889,0.748789,0.881881,0.702874,1.095023,0.825975,0.023956,0.021716,3.205742
0.303298,0.329360,0.322270,0.705412,0.761879,0.586602,1.045923,0.876960,0.042267,0.045020,4.384385
0.373733,0.345585,0.414641,0.788074,0.820454,0.715173,0.972004,0.887635,0.005016,0.005060,5.848941
0.459715,0.339354,0.432887,0.736863,0.845955,0.871105,1.166378,0.863029,0.088412,0.079005,5.101493
0.410145,0.296820,0.401218,0.757651,0.879225,0.819793,0.973066,0.854576,0.025128,0.022324,5.109861
0.501392,0.346261,0.345283,0.648635,0.731981,0.702153,1.071991,0.878701,0.030615,0.033148,4.580649
0.406370,0.373551,0.442992,0.874665,0.924631,0.629080,0.924489,0.869529,0.006345,0.005458,5.050066
0.368929,0.304765,0.372272,0.674319,0.726850,0.678609,0.982081,0.844221,0.035110,0.038495,3.504138
0.473640,0.400619,0.265158,0.687607,0.742667,0.637026,1.151991,0.863074,0.005937,0.005001,4.067616
0.418504,0.389235,0.310901,0.732415,0.830397,0.739796,0.867460,0.868716,0.104545,0.114258,4.711278
0.406747,0.337435,0.280826,0.652808,0.957668,0.591212,0.977841,0.883168,0.020781,0.017415,4.934291
0.515265,0.372288,0.334958,0.840818,0.757982,0.693716,1.121074,0.867011,0.071447,0.072646,5.010788
0.345611,0.323112,0.383035,0.774890,0.841504,0.752420,1.097983,0.829618,0.048615,0.051230,4.237941
0.473475,0.375680,0.391974,0.725277,0.928973,0.629920,1.276266,0.810571,0.026514,0.023778,4.366249
