0.95183,0.04816,0.00002
0.00001,0.63738,0.36261
0.00010,0.87307,0.12684
0.00000,0.00000,1.00000
0.00787,0.99099,0.00114
0.00000,0.26454,0.73546
0.00000,0.00198,0.99802
0.00001,0.85573,0.14425
0.00000,0.00029,0.99971
0.00000,0.00206,0.99794
0.00000,0.14831,0.85169
0.00000,0.00128,0.99872
0.14195,0.85797,0.00009
0.00000,0.01912,0.98088
0.00009,0.99216,0.00774
0.47049,0.52946,0.00005
0.00890,0.98997,0.00113
0.68225,0.31750,0.00025
0.71967,0.28008,0.00025
0.99818,0.00182,0.00000
0.00032,0.97348,0.02620
0.06906,0.93054,0.00040
0.99593,0.00407,0.00000
0.21717,0.78278,0.00005
0.00450,0.99195,0.00355
0.82044,0.17953,0.00003
0.00717,0.99133,0.00150
0.97655,0.02345,0.00000
0.07284,0.92679,0.00037
0.00018,0.99450,0.00533
0.96347,0.03652,0.00001
0.00000,0.00816,0.99184
0.00000,0.00066,0.99934
0.96672,0.03328,0.00000
0.87947,0.12053,0.00001
0.00000,0.00439,0.99561
0.00000,0.78483,0.21516
0.69150,0.30849,0.00000
0.98298,0.01702,0.00000
0.00000,0.56932,0.43068
0.00000,0.03844,0.96156
0.15607,0.84050,0.00342
0.00151,0.99694,0.00155
0.00000,0.00124,0.99876
0.00001,0.97951,0.02047
0.49638,0.50358,0.00004
0.00002,0.99446,0.00551
0.99818,0.00182,0.00000
0.04647,0.95244,0.00109
0.96282,0.03717,0.00001
0.28518,0.71441,0.00040
0.99131,0.00869,0.00000
0.42401,0.57586,0.00012
0.99868,0.00132,0.00000
0.99079,0.00921,0.00000
0.98175,0.01824,0.00000
0.82862,0.17136,0.00002
0.99574,0.00426,0.00000
0.99023,0.00977,0.00000
0.99001,0.00999,0.00000
0.56303,0.43695,0.00002
0.96672,0.03328,0.00000
0.00001,0.80138,0.19861
0.00000,0.03187,0.96813
0.97833,0.02167,0.00000
0.95453,0.04547,0.00000
0.00000,0.01202,0.98798
0.00000,0.44392,0.55608
0.00002,0.91427,0.08570
0.00000,0.00007,0.99993
0.00002,0.99567,0.00430
0.00000,0.92120,0.07880
0.00044,0.98154,0.01803
0.00000,0.00001,0.99999
0.00000,0.17143,0.82857
0.98284,0.01716,0.00000
0.98098,0.01902,0.00000
0.99384,0.00616,0.00000
0.00000,0.29239,0.70761
0.00001,0.50648,0.49352
0.00005,0.96538,0.03457
0.00001,0.93037,0.06963
0.00000,0.00105,0.99895
0.99692,0.00308,0.00000
0.97833,0.02167,0.00000
0.00000,0.03261,0.96739
0.00000,0.00005,0.99995
0.00002,0.84039,0.15959
0.98930,0.01070,0.00000
0.97667,0.02333,0.00000
0.93333,0.06667,0.00000
0.99625,0.00375,0.00000
0.95598,0.04400,0.00001
0.89556,0.10444,0.00000
0.98156,0.01844,0.00000
0.19113,0.80880,0.00007
0.36648,0.63335,0.00017
0.00305,0.99414,0.00280
0.00001,0.95812,0.04187
0.00000,0.21027,0.78973
0.00233,0.98992,0.00775
0.97871,0.02129,0.00000
0.00209,0.99741,0.00050
0.92949,0.07051,0.00000
0.19364,0.80374,0.00262
0.00000,0.54987,0.45013
0.00000,0.75545,0.24455
0.02570,0.97232,0.00198
0.03638,0.96355,0.00007
0.01127,0.98799,0.00073
0.95051,0.04949,0.00000
0.95103,0.04895,0.00002
0.00000,0.00267,0.99733
0.00320,0.98950,0.00730
0.00000,0.11266,0.88734
0.00000,0.24242,0.75758
0.81452,0.18545,0.00003
0.99965,0.00035,0.00000
0.00000,0.11047,0.88953
0.00000,0.00002,0.99998
0.00061,0.99244,0.00695
0.00046,0.99907,0.00047
0.00000,0.50986,0.49014
0.00013,0.98973,0.01014
0.00249,0.98222,0.01529
0.00000,0.03395,0.96605
0.00000,0.05986,0.94014
0.97952,0.02048,0.00000
0.01289,0.98646,0.00065
0.11509,0.87886,0.00605
0.00008,0.98753,0.01239
0.00000,0.00625,0.99375
0.09388,0.87111,0.03501
0.00713,0.44705,0.54582
